LRIMOShipNo,ShipName,ShipStatus,ShiptypeLevel5,GrossTonnage,Deadweight,BollardPull,Breadth,BunkersDescriptiveNarrative,CargoCapacitiesNarrative,CargoGradesSegregations,ClassNarrative,CountryOfBuild,DateOfBuild,Displacement,Draught,FlagCode,FlagName,FuelConsumptionTotal,FuelType1Capacity,FuelType1Code,FuelType1First,FuelType2Capacity,FuelType2Code,FuelType2Second,GasCapacity,GrainCapacity,HullType,HullTypeCode,IceCapabilityDescriptiveNarrative,Length,LiquidCapacity,MaritimeMobileServiceIdentityMMSINumber,NumberofTanks,Operator,PassengerCapacity,PortofRegistryCode,PortofRegistry,SegregatedBallastCapacity,SegregatedBallastTanks,Shipbuilder,ShiptypeGroup,ShiptypeLevel2,ShiptypeLevel3,ShiptypeLevel4,ShiptypeLevel5HullType,ShiptypeLevel5SubGroup,ShiptypeLevel5SubType,SlopTankCapacity,Speed,StandardShipDesign,StatCode5,TEU
6515796,POWELL RIVER QUEEN,In Service/Commission,Passenger/Ro-Ro Ship (Vehicles),1486,460,0,18.6,Fuel: consumption: 5.00pd,Passengers; unberthed 400; Cars 35; Trailers 7,0,Lloyd's Register (1965-08-00)LR Class: + A1 Survey Type: Special Survey Date: 2010-10 Class Notation: Jervis Inlet services LR Machinery Class: LR Maltese Cross LMC Fee Numeral: 1816 LR Hull Notes: 8BH,Canada,196508,0,2.439,CAN,Canada,5,42,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,84.99,0,316001243,,British Columbia Ferry,400,1497,"Victoria, BC",0,,Victoria Machinery Depot Co,,Dry Cargo/Passenger,Passenger/Ro-Ro Cargo,Passenger/Ro-Ro Cargo Ship,Ship Shape Including Multi-Hulls,Passenger,Passenger/Ro-Ro Ship (Vehicles),,15,,A36A2PR,0
6517304,OCEAN CLIPPER,In Casualty Or Repairing,Tug,237,0,0,8.31,,,0,,Canada,196500,0,4.039,CAN,Canada,0,0,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,29.11,0,316005594,,Pacific Cachalot Ltd,0,1673,"Vancouver, BC",0,,Star Shipyards Mercer's Ltd,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,11,,B32A2ST,0
6517574,SEAHORSE,In Service/Commission,Landing Craft,171,230,0,10.98,Fuel: consumption: 0.50pd,Liquid @ 98% 494,0,,United States Of America,196300,549,0,USA,United States Of America,0.5,0,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,35.29,494,367179520,5,Arctic Wolf Marine Inc,0,700,"Naknek, AK",0,,Pacific Coast,,Dry Cargo/Passenger,Ro-Ro Cargo,Landing Craft,Ship Shape Including Multi-Hulls,Ro-Ro,Landing Craft,,8.5,,A35D2RL,0
6525179,LOMAIVITI PRINCESS,In Service/Commission,Passenger/Ro-Ro Ship (Vehicles),5864,529,0,17.71,,Passengers; unberthed 274; cabins 84; berths 184; Cars 40; Trailers 8,0,,Canada,196603,0,4.649,FIJ,Fiji,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,101.12,0,520229000,,Goundar Shipping Co,458,0, ,0,,Victoria Machinery Depot Co,,Dry Cargo/Passenger,Passenger/Ro-Ro Cargo,Passenger/Ro-Ro Cargo Ship,Ship Shape Including Multi-Hulls,Passenger,Passenger/Ro-Ro Ship (Vehicles),,18,,A36A2PR,0
6604810,SUIATTLE,In Service/Commission,Tug,351,0,0,9.15,,,0,,United States Of America,196500,0,4.858,USA,United States Of America,0,203,RF,Residual Fuel,0,NN,Not Applicable,0,0,,,,36.58,0,303296000,,Dunlap Towing Co,0,2047,"La Conner, WA",0,,Main,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,12.5,,B32A2ST,0
6605242,ISLAND CHAMPION,In Service/Commission,Tug,351,0,0,9.45,,,0,,United States Of America,196509,0,4.582,USA,United States Of America,0,262,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,33.89,0,338726000,,Island Tug & Barge Co,0,2112,"Seattle, WA",0,,Albina,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,0,,B32A2ST,0
6605254,TRITON,In Service/Commission,Tug,336,0,0,9.45,,,0,,United States Of America,196500,0,4.506,USA,United States Of America,0,264,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,37.04,0,367109120,,Dahl Tug & Barge Inc,0,2112,"Seattle, WA",0,,Pacific Coast,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,14,,B32A2ST,0
6608414,ISLAND MONARCH,In Service/Commission,Pusher Tug,453,0,41,9.45,,Crew 10,0,,Canada,196606,0,4.827,CAN,Canada,0,270,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,41.86,0,316001223,,Island Tug & Barge Ltd,0,1673,"Vancouver, BC",0,,Star Shipyards Mercer's Ltd,,Miscellaneous,Towing / Pushing,Pusher Tug,Ship Shape Including Multi-Hulls,Specialist 1,Pusher Tug,,13,,B32B2SP,0
6608608,NOBLE DISCOVERER,In Service/Commission,Drilling Ship,13485,15296,0,21.59,,,0,Det Norske Veritas (2007-06-00),Japan,196604,21497,8.254,LIB,Liberia,0,1013,RF,Residual Fuel,0,NN,Not Applicable,0,0,,,,166.12,0,636014934,,Shell-Royal Dutch Group,0,4028,Monrovia                              ,0,,Namura Shipbuilding - Osaka,,Offshore,Other Offshore,Drilling Ship,Ship Shape Including Multi-Hulls,Offshore,Drilling Ship,,11,,B22B2OD,0
6620644,SEA COMMANDER,In Service/Commission,Tug,661,396,0,10.06,,,0,,United States Of America,194500,0,0,CAN,Canada,0,249,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,43.5,0,316001043,,Sea-Link Marine Services Ltd,0,1673,"Vancouver, BC",0,,Marietta,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,10,,B32A2ST,0
6621648,SHARLENE K,In Service/Commission,Trawler,147,0,0,6.71,,,0,,Canada,196600,0,0,CAN,Canada,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,24.39,0,316003449,,Seamaid Fishing,0,1673,"Vancouver, BC",0,,Benson Bros - Vancouver,,Fishing,Fish Catching,Trawler,Ship Shape Including Multi-Hulls,Fishing,Trawler,,11,,B11A2FT,0
6701462,NORTHERN EAGLE,In Service/Commission,Factory Stern Trawler,5308,2690,0,15.85,,"Crew 84; Bale 900; Insulated 2,300; Liquid @ 98% 75",0,Det Norske Veritas (1980-99-00) NV: Class Notation: 1A1 ICE-C Stern Trawler E0,United States Of America,196701,4838,6.92,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,FS Ice Class 1C,104.07,75,368085000,,American Seafoods Co LLC,0,2112,"Seattle, WA",0,,Bethlehem Beaumont,,Fishing,Fish Catching,Trawler,Ship Shape Including Multi-Hulls,Fishing,Factory Stern Trawler,,14,,B11A2FG,0
6701852,IKAIKA KAI ONE,In Service/Commission,Fish Factory Ship,2012,1617,0,12.2,,"Insulated 1,372",0,,Japan,196611,0,0,USA,United States Of America,0,575,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,75.39,0,367504280,,Marine Service International,0,90,"Honolulu, HI",0,,Shikoku Dockyard,,Fishing,Other Fishing,Fish Factory Ship,Ship Shape Including Multi-Hulls,Fishing,Fish Factory Ship,,13,,B12A2FF,0
6704854,COASTAL MERCHANT,In Service/Commission,General Cargo Ship,998,1227,0,10.44,,"Grain 2,387; Bale 1,586",0,,"Germany, Federal Republic Of",196600,0,4.54,USA,United States Of America,0,97.5,DF,Distillate Fuel,0,NN,Not Applicable,0,2387,,,Ice strengthened,63.25,0,368450000,,Coastal Transportation,0,2112,"Seattle, WA",0,,Husumer,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,12.25,,A31A2GX,0
6704866,SEASPAN CHIEF,Laid-Up,Tug,149,0,0,7.01,,,0,,Canada,196600,0,4.115,CAN,Canada,0,75,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,26.52,0,316003662,,Seaspan ULC,0,1497,"Victoria, BC",0,,McKay-Cormack Ltd,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,12,,B32A2ST,0
6708484,PEGGY JO,In Service/Commission,Stern Trawler,198,0,0,8.54,,,0,,United States Of America,196600,0,4.268,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,30.18,0,367082710,,B&N Fisheries Co,0,2112,"Seattle, WA",0,,Martinolich J.A. Tacoma,,Fishing,Fish Catching,Trawler,Ship Shape Including Multi-Hulls,Fishing,Stern Trawler,,0,,B11A2FS,0
6710920,FAIRWEATHER,In Service/Commission,Research Survey Vessel,1591,528,0,12.81,,,0,"American Bureau of Shipping (2007-09-00) AB: Class Notation: (+)A1, (E), (+)AMS  Service Restriction: Unrestricted Service",United States Of America,196801,0,4.89,USA,United States Of America,0,437,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,70.41,0,369960000,,United States Govt NOAA Marine,0,2112,"Seattle, WA",0,,Jacksonville,,Miscellaneous,Research,Research Vessel,Ship Shape Including Multi-Hulls,Specialist 1,Research Survey Vessel,,13,,B31A2SR,0
6710932,MT. MITCHELL,In Service/Commission,Research Survey Vessel,1591,528,0,12.81,,,0,"American Bureau of Shipping (2005-06-00) AB: Class Notation: (+)A1, (E), (+)AMS, ACC  Service Restriction: Unrestricted Service",United States Of America,196710,0,4.585,USA,United States Of America,0,437,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,Ice strengthened,70.41,0,369190000,,Global Seas,0,1930,"Ketchikan, AK",0,,Jacksonville,,Miscellaneous,Research,Research Vessel,Ship Shape Including Multi-Hulls,Specialist 1,Research Survey Vessel,,13,,B31A2SR,0
6711003,RAINIER,In Service/Commission,Research Survey Vessel,1591,528,0,12.81,,,0,,United States Of America,196804,0,4.89,USA,United States Of America,0,437,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,70.41,0,303935000,,United States Govt NOAA Marine,0,2112,"Seattle, WA",0,,Jacksonville,,Miscellaneous,Research,Research Vessel,Ship Shape Including Multi-Hulls,Specialist 1,Research Survey Vessel,,13,,B31A2SR,0
6712174,PACIFIC CHIEF,In Service/Commission,Tug,143,0,0,7.42,,,0,,Canada,196600,0,0,CAN,Canada,0,0,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,24.39,0,316005618,,Pacific Towing Services Ltd,0,1673,"Vancouver, BC",0,,Star Shipyards Mercer's Ltd,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,11,,B32A2ST,0
6717760,VECTOR,In Service/Commission,Research Survey Vessel,516,184,0,9.45,,,0,,Canada,196711,0,3.048,CAN,Canada,0,66,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,39.63,0,316115000,,Canada Govt Coast Guard,0,8065,"Ottawa, ON",0,,Yarrows Ltd,,Miscellaneous,Research,Research Vessel,Ship Shape Including Multi-Hulls,Specialist 1,Research Survey Vessel,,10,,B31A2SR,0
6722325,SEASPAN PACER,In Service/Commission,Tug,203,0,34,7.62,,,0,,Canada,196700,0,0,CAN,Canada,0,124,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,29.04,0,316003676,,Seaspan ULC,0,1673,"Vancouver, BC",0,,Star Shipyards Mercer's Ltd,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,11.25,,B32A2ST,0
6728018,ISLAND SCOUT,In Service/Commission,Tug,273,0,0,8.69,,,0,,United States Of America,196703,0,4.188,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,32.31,0,367058210,,Island Tug & Barge Co,0,2112,"Seattle, WA",0,,Albina,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,0,,B32A2ST,0
6728109,GULF SPIRIT,In Service/Commission,Trawler,188,0,0,7.47,,,0,,United States Of America,196600,0,0,CAN,Canada,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,30.64,0,316001412,,Spirit Fishing,0,1673,"Vancouver, BC",0,,Sturgeon Bay Shipbuilding & DD,,Fishing,Fish Catching,Trawler,Ship Shape Including Multi-Hulls,Fishing,Trawler,,10.5,,B11A2FT,0
6817754,TANU,In Service/Commission,Fishery Patrol Vessel,754,0,0,9.76,,Crew 34,0,,Canada,196809,0,3.277,CAN,Canada,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,54.69,0,316091000,,Canada Govt Coast Guard,0,8065,"Ottawa, ON",0,,Yarrows Ltd,,Fishing,Other Fishing,Fishing Support Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishery Patrol Vessel,,12,,B12D2FP,0
6823052,SEASPAN KING,In Service/Commission,Tug,498,0,49,9.77,,,0,Lloyd's Register (1968-10-00)LR Class: + 100 A1 Survey Type: Special Survey Date: 2009-03 Class Notation: tug LR Machinery Class: LMC Fee Numeral: 000547 LR Hull Notes: 5BH,Canada,196810,0,4.573,CAN,Canada,0,386,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,40.59,0,316003800,,Seaspan ULC,0,1673,"Vancouver, BC",0,,Star Shipyards Mercer's Ltd,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,14,,B32A2ST,0
6920343,TACHEK,In Service/Commission,Passenger/Ro-Ro Ship (Vehicles),798,152,0,14.64,,Passengers; unberthed 150; Cars 30,0,,Canada,196903,0,2.413,CAN,Canada,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,49.54,0,316001271,,British Columbia Ferry,150,1497,"Victoria, BC",0,,Allied Shipbuilders Ltd,,Dry Cargo/Passenger,Passenger/Ro-Ro Cargo,Passenger/Ro-Ro Cargo Ship,Ship Shape Including Multi-Hulls,Passenger,Passenger/Ro-Ro Ship (Vehicles),,12,,A36A2PR,0
6921270,RELIANCE,In Service/Commission,Fishing Vessel,195,0,0,10.98,,,0,,United States Of America,196800,0,3.144,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,50.6,0,367348240,,Highland Light Seafoods LLC,0,2112,"Seattle, WA",0,,American Marine New Orlea,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,0,,B11B2FV,0
6928553,TAMANGO,In Service/Commission,Trawler,680,257,0,9.33,,Insulated 361,0,Russian Maritime Register (1980-99-00),U.S.S.R.,196712,934,3.59,RUS,Russia,0,137,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,Ice strengthened,54.23,0,273848600,,Sea Eagle JSC,0,8350,Petropavlovsk-Kamchatskiy,0,,Kirova - Khabarovsk - USR,,Fishing,Fish Catching,Trawler,Ship Shape Including Multi-Hulls,Fishing,Trawler,,12,,B11A2FT,0
6930996,ENTERPRISE,In Service/Commission,Tug,194,0,27,9.17,,,0,,United States Of America,196900,0,4.063,USA,United States Of America,0,150.5,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,32.42,0,367486330,,IMI Del Peru SAC,0,3079,"San Francisco, CA",0,,Main,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,17,,B32A2ST,0
6931043,SEAFREEZE ALASKA,In Service/Commission,Factory Stern Trawler,2729,1719,0,13.49,,"Insulated 1,189",0,Det norske Veritas (1980-99-00) NV: Class Notation: 1A1 ICE-C Stern Trawler,United States Of America,196807,0,5.79,USA,United States Of America,0,825,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,FS Ice Class 1C,89.92,0,367390380,,United States Seafoods LLC,0,537,"Dutch Harbor, AK",0,,Maryland Shipbuilding,,Fishing,Fish Catching,Trawler,Ship Shape Including Multi-Hulls,Fishing,Factory Stern Trawler,,0,,B11A2FG,0
6931055,KATIE ANN,In Service/Commission,Factory Stern Trawler,1593,1719,0,12.22,,"Insulated 1,189",0,Det Norske Veritas (1969-07-00) NV: Class Notation: 1A1 Stern Trawler,United States Of America,196907,0,5.805,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,Ice strengthened,89.92,0,366499000,,American Seafoods Co LLC,0,2112,"Seattle, WA",0,,Maryland Shipbuilding,,Fishing,Fish Catching,Trawler,Ship Shape Including Multi-Hulls,Fishing,Factory Stern Trawler,,0,,B11A2FG,0
7003439,QUADRA QUEEN II,In Service/Commission,Passenger/Ro-Ro Ship (Vehicles),865,152,0,13.11,Fuel: consumption: 25.50pd,Passengers; unberthed 200; Cars 15; Trailers 3,0,,Canada,196903,0,2.363,CAN,Canada,25.5,30.5,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,48.62,0,316001244,,British Columbia Ferry,200,1497,"Victoria, BC",0,,Allied Shipbuilders Ltd,,Dry Cargo/Passenger,Passenger/Ro-Ro Cargo,Passenger/Ro-Ro Cargo Ship,Ship Shape Including Multi-Hulls,Passenger,Passenger/Ro-Ro Ship (Vehicles),,12,,A36A2PR,0
7003441,JOSE NARVAEZ,In Service/Commission,Tug,150,0,0,7.32,,,0,,Canada,196900,0,0,CAN,Canada,0,76,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,26.52,0,316005416,,Lafarge Canada,0,1673,"Vancouver, BC",0,,Benson Bros - Vancouver,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,12,,B32A2ST,0
7005841,VALIANT,In Service/Commission,Fishing Vessel,195,0,0,7.93,,,0,,United States Of America,196900,0,0,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,27.74,0,367581000,,Valiant Fisheries LLC,0,2112,"Seattle, WA",0,,Pacific Fishermen,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,0,,B11B2FV,0
7005877,PACIFIC SOUNDER,In Service/Commission,Fishing Vessel,229,203,0,7.62,,,0,,United States Of America,196900,0,0,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,28.66,0,367170270,,Lone Larsen LLC,0,2032,"Dutch Harbor, WA",0,,Marco Seattle,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,0,,B11B2FV,0
7005889,SEASPAN VALIANT,Laid-Up,Tug,110,0,0,6.9,,,0,,Canada,197000,0,3.81,CAN,Canada,0,40.5,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,22.56,0,316003679,,Seaspan ULC,0,1673,"Vancouver, BC",0,,Bel-Aire Shipyard Ltd,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,11,,B32A2ST,0
7006766,PROVO WALLIS,In Service/Commission,Buoy Tender,1462,515,0,12.96,,Crew 24,0,,Canada,196910,0,3.823,CAN,Canada,0,195,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,Ice strengthened,57.74,0,316001650,,Canada Govt Coast Guard,0,8065,"Ottawa, ON",0,,MIL,,Miscellaneous,Other Activities,Buoy/Lighthouse Vessel,Ship Shape Including Multi-Hulls,Specialist 2,Buoy Tender,,11,,B34Q2QB,0
7006778,BARTLETT,In Service/Commission,Buoy Tender,1317,515,0,12.96,,Crew 24,0,,Canada,196912,0,3.823,CAN,Canada,0,180,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,Ice strengthened,57.74,0,316182000,,Canada Govt Coast Guard,0,8065,"Ottawa, ON",0,,MIL,,Miscellaneous,Other Activities,Buoy/Lighthouse Vessel,Ship Shape Including Multi-Hulls,Specialist 2,Buoy Tender,,11,,B34Q2QB,0
7019232,SEA VENTURE,In Service/Commission,Fishing Vessel,231,0,0,7.9,,,0,,United States Of America,197000,0,0,USA,United States Of America,0,35.5,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,31.7,0,367185050,,Gunn Sea Venture LLC,0,2112,"Seattle, WA",0,,Marco Seattle,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,12,,B11B2FV,0
7026998,GUARDIAN,In Service/Commission,Tug,538,0,80,11.13,,,0,"American Bureau of Shipping (1980-99-00) AB: Class Notation: (+)A1, Towing Service, (+)AMS  Service Restriction: Unrestricted Service",United States Of America,197000,0,5.16,USA,United States Of America,0,14,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,41.64,0,366887210,,Crowley Marine Services Inc,0,3079,"San Francisco, CA",0,,McDermott Shyds - Morgan City,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,15,,B32A2ST,0
7029536,JEFFREY FOSS,In Service/Commission,Tug,347,307,0,9.45,,,0,,United States Of America,197000,0,3.871,USA,United States Of America,0,284.5,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,36.58,0,366932120,,Foss Maritime Co,0,2112,"Seattle, WA",0,,McDermott Shyds - Morgan City,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,12.5,,B32A2ST,0
7029706,HUNTER D,In Service/Commission,Tug,404,0,0,9.76,,,0,,United States Of America,197002,0,4.188,USA,United States Of America,0,255,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,32.57,0,369642000,,Olympic Tug & Barge Inc,0,2112,"Seattle, WA",0,,Albina,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,15,,B32A2ST,0
7031163,MIKI HANA,In Service/Commission,Tug,296,0,40,9.17,,,0,,United States Of America,197000,0,3.903,USA,United States Of America,0,150.5,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,33.53,0,367008740,,Sause Bros Inc,0,2466,"Portland, OR",0,,Main,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,0,,B32A2ST,0
7035315,ARTHUR BRUSCO,In Service/Commission,Tug,199,0,0,9.15,,,0,,United States Of America,196600,0,3.556,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,32.01,0,367008020,,Brusco Tug & Barge Inc,0,2466,"Portland, OR",0,,Main,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,0,,B32A2ST,0
7041235,SEASPAN CHAMPION,In Service/Commission,Tug,150,0,22,6.71,,,0,,Canada,197000,0,0,CAN,Canada,0,101.5,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,27.13,0,316003661,,Seaspan ULC,0,1673,"Vancouver, BC",0,,Benson Bros - Vancouver,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,12,,B32A2ST,0
7041247,SEASPAN VICTOR,Laid-Up,Tug,110,0,0,6.89,,,0,,Canada,197000,0,0,CAN,Canada,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,22.56,0,316003681,,Seaspan ULC,0,1673,"Vancouver, BC",0,,Bel-Aire Shipyard Ltd,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,0,,B32A2ST,0
7042851,SAMSON MARINER,In Service/Commission,Tug,158,0,24,8.77,,,0,,United States Of America,197000,0,3.737,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,30.48,0,303496000,,Samson Tug & Barge Co Inc,0,1838,"Sitka, AK",0,,Halter Services Lockport,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,0,,B32A2ST,0
7042916,BAY ISLANDER,In Service/Commission,Fishing Vessel,225,0,0,6.79,,,0,,United States Of America,196900,0,0,USA,United States Of America,0,0,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,22.13,0,367086760,,Bay Islander,0,2585,"Newport, OR",0,,Bender Welding & Machine Co,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,0,,B11B2FV,0
7042954,LONE STAR,In Service/Commission,Fishing Vessel,146,0,0,6.71,,,0,,United States Of America,196900,0,0,USA,United States Of America,0,0,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,23.96,0,366116000,,Burrece CA,0,529,"Unalaska, AK",0,,Southern Ship Co Brownsvi,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,0,,B11B2FV,0
7043324,SEASPAN NAVIGATOR,Laid-Up,Tug,148,0,26,7.47,,,0,,Canada,197000,0,3.404,CAN,Canada,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,25.84,0,316003658,,Seaspan ULC,0,1673,"Vancouver, BC",0,,Vancouver Shipyards - orig,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,0,,B32A2ST,0
7045982,ERNEST CAMPBELL,In Service/Commission,Tug,370,0,36,9.76,,,0,,United States Of America,196907,0,4.566,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,35.06,0,366882320,,Olympic Tug & Barge Inc,0,1886,"Wrangell, AK",0,,Southern Slidell,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,12,,B32A2ST,0
7047239,OCEAN EAGLE,In Service/Commission,Tug,337,0,0,9.48,,,0,,United States Of America,197000,0,4.293,USA,United States Of America,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,33.53,0,367522510,,Brusco Tug & Barge Inc,0,2112,"Seattle, WA",0,,Halter Services New Orlea,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,13,,B32A2ST,0
7047708,PACIFIC FREEDOM,In Service/Commission,Tug,347,0,0,9.4,,,0,,United States Of America,196907,0,3.836,USA,United States Of America,0,305,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,34.88,0,367309390,,Kirby Offshore Marine Pacific,0,2112,"Seattle, WA",0,,McDermott Shyds - Morgan City,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,12.5,,B32A2ST,0
7047849,GRANADA,In Casualty Or Repairing,Fishing Vessel,111,0,0,6.56,,,0,,United States Of America,196900,0,0,USA,United States Of America,0,0,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,21.13,0,367156340,,Jordan DP,0,2569,"Garibaldi, OR",0,,Allied Shipyard Larose,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,0,,B11B2FV,0
7048013,ROYAL PACIFIC,In Service/Commission,Fishing Vessel,194,0,0,7.75,,,0,,United States Of America,196900,0,0,USA,United States Of America,0,0,DF,Distillate Fuel,0,NN,Not Applicable,0,0,,,,22.93,0,367588000,,John Perkins Enterprises Inc,0,2112,"Seattle, WA",0,,Martinolich J.A. Tacoma,,Fishing,Fish Catching,Fishing Vessel,Ship Shape Including Multi-Hulls,Fishing,Fishing Vessel,,0,,B11B2FV,0
